sales_rank,series_id,category,segment_label,total_sales_units,sales_share,cumulative_sales_share,mean_sales_units,median_sales_units,zero_share,outlier_share,coefficient_of_variation,trend_strength
667,FOODS_2_081,FOODS,medium_noise,24131,0.00036055609281449854,0.6896162489935139,86.8021582733813,88.0,0.0035971223021582736,0.0,0.36098067166023917,1.0210623405721628
668,FOODS_3_276,FOODS,medium_noise,24022,0.00035892745686419474,0.6899751764503781,86.41007194244604,94.0,0.07553956834532374,0.014388489208633094,0.6050627094958474,0.1597059197647265
669,FOODS_1_215,FOODS,medium_noise,23968,0.00035812060969615437,0.6903332970600743,86.2158273381295,99.5,0.21942446043165467,0.0,0.6200135956341575,2.3561111641545094
670,FOODS_3_794,FOODS,medium_noise,23961,0.00035801601839659356,0.6906913130784709,86.19064748201438,91.0,0.0,0.0,0.37716313251416456,1.535769435437978
671,FOODS_2_356,FOODS,medium_noise,23946,0.00035779189418324903,0.6910491049726541,86.13669064748201,93.5,0.04316546762589928,0.0,0.48359692287477707,0.4296171102831514
672,FOODS_3_011,FOODS,stable,23912,0.00035728387929966803,0.6914063888519538,86.01438848920863,84.0,0.0,0.007194244604316547,0.26057707566648114,1.1336511489903704
673,FOODS_3_207,FOODS,medium_noise,23841,0.0003562230246898371,0.6917626118766437,85.7589928057554,76.0,0.0,0.017985611510791366,0.5811928852911167,1.6798081359352295
674,FOODS_3_306,FOODS,medium_noise,23811,0.000355774776263148,0.6921183866529068,85.65107913669065,99.0,0.24820143884892087,0.0,0.8269040829761597,3.1508860791599274
675,HOUSEHOLD_1_487,HOUSEHOLD,medium_noise,23786,0.00035540123590757373,0.6924737878888144,85.56115107913669,7.0,0.37050359712230213,0.014388489208633094,1.173209047544218,0.31402233854424805
676,FOODS_3_291,FOODS,medium_noise,23745,0.000354788629724432,0.6928285765185388,85.4136690647482,83.0,0.02158273381294964,0.0,0.33621980955970526,2.2388288189361085
677,FOODS_3_448,FOODS,medium_noise,23719,0.00035440014775463475,0.6931829766662935,85.32014388489209,85.5,0.017985611510791366,0.0035971223021582736,0.5778947838842331,1.2252766376725108
678,HOUSEHOLD_1_050,HOUSEHOLD,intermittent,23668,0.00035363812542926325,0.6935366147917227,85.13669064748201,36.5,0.4748201438848921,0.0035971223021582736,1.1389227195470861,3.0460350443451505
679,HOUSEHOLD_1_292,HOUSEHOLD,medium_noise,23665,0.0003535933005865943,0.6938902080923093,85.12589928057554,94.0,0.20863309352517986,0.0,0.6580017757517747,1.2300004344754458
680,FOODS_2_399,FOODS,medium_noise,23626,0.0003530105776318985,0.6942432186699412,84.98561151079137,88.0,0.03597122302158273,0.007194244604316547,0.5355858470525537,0.8700100432756569
681,HOUSEHOLD_1_350,HOUSEHOLD,medium_noise,23614,0.00035283127826122283,0.6945960499482025,84.94244604316546,81.0,0.014388489208633094,0.0,0.3829607828095539,1.8501431763312575
682,FOODS_1_181,FOODS,medium_noise,23595,0.0003525473875909864,0.6949485973357934,84.87410071942446,93.0,0.20863309352517986,0.0,0.6644151130685199,2.2374991412950336
683,FOODS_3_648,FOODS,medium_noise,23591,0.00035248762113409453,0.6953010849569274,84.85971223021583,85.0,0.017985611510791366,0.0,0.3344354724255601,1.7856251262903717
684,HOBBIES_1_369,HOBBIES,intermittent,23586,0.0003524129130629797,0.6956534978699904,84.84172661870504,88.5,0.45323741007194246,0.0,0.9887361116363717,2.9285402126859577
685,HOUSEHOLD_1_306,HOUSEHOLD,intermittent,23534,0.0003516359491233852,0.6960051338191138,84.65467625899281,0.0,0.5827338129496403,0.01079136690647482,1.2639503571265456,2.945011232865002
686,FOODS_3_083,FOODS,medium_noise,23481,0.00035084404356956777,0.6963559778626833,84.46402877697842,94.5,0.050359712230215826,0.0,0.5410237439797916,0.7188420535485914
687,HOUSEHOLD_1_369,HOUSEHOLD,medium_noise,23438,0.00035020155415798005,0.6967061794168413,84.30935251798562,98.0,0.20503597122302158,0.0,0.5697847292171313,2.0784096150486913
688,HOUSEHOLD_1_510,HOUSEHOLD,medium_noise,23424,0.0003499923715588585,0.6970561717884002,84.2589928057554,96.0,0.19784172661870503,0.0035971223021582736,0.629899748238592,1.3366286693495326
689,FOODS_1_005,FOODS,medium_noise,23419,0.00034991766348774363,0.697406089451888,84.2410071942446,91.0,0.1366906474820144,0.0,0.700250203729715,0.011275070093273524
690,FOODS_1_130,FOODS,medium_noise,23371,0.000349200466005041,0.697755289917893,84.06834532374101,84.0,0.02877697841726619,0.03597122302158273,0.3066225298930832,0.43030944626632506
691,FOODS_2_297,FOODS,medium_noise,23363,0.0003490809330912573,0.6981043708509843,84.03956834532374,96.0,0.1510791366906475,0.0,0.6573765783399028,0.07293650757424129
692,FOODS_2_189,FOODS,medium_noise,23355,0.0003489614001774735,0.6984533322511618,84.01079136690647,88.0,0.007194244604316547,0.0,0.4910439475756933,0.2901258051340973
693,FOODS_3_370,FOODS,intermittent,23355,0.0003489614001774735,0.6988022936513393,84.01079136690647,0.0,0.6079136690647482,0.02877697841726619,1.7629091513160284,2.4437236285562896
694,HOUSEHOLD_1_328,HOUSEHOLD,intermittent,23342,0.0003487671591925749,0.6991510608105318,83.96402877697842,0.0,0.5719424460431655,0.007194244604316547,1.2451552498655023,2.893157846397481
695,FOODS_3_660,FOODS,medium_noise,23332,0.00034861774305034517,0.6994996785535822,83.92805755395683,72.0,0.06115107913669065,0.017985611510791366,0.7312751260497353,0.39050047067993704
696,FOODS_3_532,FOODS,intermittent,23329,0.0003485729182076763,0.6998482514717899,83.91726618705036,18.5,0.49640287769784175,0.0,1.090868653098396,3.0898615388222908
697,FOODS_3_249,FOODS,medium_noise,23273,0.00034773618781118996,0.700195987659601,83.7158273381295,85.0,0.12589928057553956,0.007194244604316547,1.0503757048419995,0.7281344138956306
698,FOODS_2_267,FOODS,medium_noise,23257,0.0003474971219836224,0.7005434847815847,83.65827338129496,83.5,0.0035971223021582736,0.007194244604316547,0.34768652436183806,0.4376874085980361
699,HOUSEHOLD_1_426,HOUSEHOLD,medium_noise,23250,0.0003473925306840616,0.7008908773122687,83.63309352517986,101.0,0.28776978417266186,0.0,0.7083478715530757,2.073538665904406
700,HOBBIES_1_201,HOBBIES,stable,23243,0.00034728793938450085,0.7012381652516533,83.60791366906474,81.5,0.0,0.01079136690647482,0.22369575534306793,2.2005633721198596
701,HOUSEHOLD_1_440,HOUSEHOLD,medium_noise,23241,0.0003472580561560549,0.7015854233078094,83.60071942446044,82.0,0.039568345323741004,0.0035971223021582736,0.40822389093512496,0.8694757667050709
702,FOODS_3_250,FOODS,medium_noise,23236,0.00034718334808494004,0.7019326066558943,83.58273381294964,91.5,0.20503597122302158,0.0,0.6146893419641535,0.07674909020510785
703,HOUSEHOLD_2_371,HOUSEHOLD,medium_noise,23229,0.0003470787567853792,0.7022796854126797,83.55755395683454,79.0,0.0,0.02877697841726619,0.36999399241517156,0.8464434903406758
704,FOODS_3_163,FOODS,stable,23195,0.0003465707419017982,0.7026262561545815,83.43525179856115,82.0,0.0,0.007194244604316547,0.2564192712278862,1.7693357246819439
705,FOODS_3_063,FOODS,medium_noise,23180,0.0003463466176884537,0.70297260277227,83.38129496402878,87.5,0.0,0.0,0.4101763357430065,0.7878074619162326
706,FOODS_3_708,FOODS,medium_noise,23145,0.00034582366119064974,0.7033184264334607,83.25539568345324,86.0,0.10431654676258993,0.0,0.5098596477399883,0.1601675287772553
707,FOODS_3_271,FOODS,medium_noise,23136,0.000345689186662643,0.7036641156201233,83.22302158273381,86.0,0.08633093525179857,0.014388489208633094,0.6254743548350077,0.11792748704622172
708,FOODS_2_153,FOODS,medium_noise,23135,0.00034567424504842,0.7040097898651717,83.21942446043165,88.0,0.014388489208633094,0.0,0.45953686109039243,0.2879505268128323
709,FOODS_2_099,FOODS,medium_noise,23083,0.00034489728110882555,0.7043546871462806,83.03237410071942,87.0,0.21223021582733814,0.0,0.6718790344132766,2.783390533484787
710,FOODS_1_142,FOODS,medium_noise,23077,0.00034480763142348775,0.7046994947777041,83.01079136690647,82.0,0.07194244604316546,0.014388489208633094,0.5113375798288056,0.4129788327509562
711,FOODS_2_242,FOODS,medium_noise,23048,0.0003443743246110216,0.7050438691023151,82.90647482014388,86.0,0.02158273381294964,0.0035971223021582736,0.5586282017283299,0.9612970014226546
712,FOODS_2_198,FOODS,medium_noise,23040,0.0003442547916972378,0.7053881238940123,82.87769784172662,87.0,0.14388489208633093,0.0,0.7665733882654919,0.513206396480715
713,HOUSEHOLD_2_299,HOUSEHOLD,stable,23038,0.0003442249084687919,0.705732348802481,82.87050359712231,80.0,0.0,0.0035971223021582736,0.287653406632867,1.3910397861536907
714,FOODS_1_054,FOODS,stable,23008,0.0003437766600421028,0.7060761254625232,82.76258992805755,79.0,0.0,0.014388489208633094,0.2977016809445654,1.6898130514888439
715,FOODS_3_646,FOODS,medium_noise,23000,0.00034365712712831903,0.7064197825896515,82.73381294964028,88.5,0.1510791366906475,0.01079136690647482,1.0713006387569899,0.8810664922458105
716,HOBBIES_1_194,HOBBIES,medium_noise,22988,0.00034347782775764337,0.7067632604174092,82.69064748201438,84.5,0.10431654676258993,0.0,0.4971745216788407,0.21389546882474203
717,FOODS_3_721,FOODS,medium_noise,22985,0.00034343300291497444,0.7071066934203242,82.67985611510791,84.0,0.0,0.0035971223021582736,0.49548124801174553,1.0691617261368656
718,FOODS_3_356,FOODS,stable,22938,0.00034273074704649483,0.7074494241673707,82.51079136690647,83.0,0.007194244604316547,0.017985611510791366,0.2762012142630229,0.1933357258108903
719,FOODS_2_304,FOODS,medium_noise,22900,0.00034216296570602195,0.7077915871330767,82.37410071942446,92.0,0.02877697841726619,0.0,0.5133790045633186,0.3362369295145596
720,FOODS_3_433,FOODS,medium_noise,22858,0.00034153541790865724,0.7081331225509854,82.22302158273381,85.0,0.11151079136690648,0.0,0.5507257427456128,0.5728088829977056
721,HOUSEHOLD_1_218,HOUSEHOLD,medium_noise,22828,0.00034108716948196813,0.7084742097204674,82.11510791366906,100.0,0.2733812949640288,0.0,0.6842663565963542,2.655303111626815
722,HOUSEHOLD_1_162,HOUSEHOLD,stable,22821,0.0003409825781824073,0.7088151922986498,82.08992805755396,82.5,0.0,0.014388489208633094,0.2988135779620716,0.6977138243969582
723,FOODS_3_301,FOODS,medium_noise,22819,0.0003409526949539614,0.7091561449936037,82.08273381294964,87.0,0.01079136690647482,0.0,0.3689618689991647,1.3504410293794602
724,FOODS_3_205,FOODS,intermittent,22809,0.00034080327881173166,0.7094969482724154,82.04676258992805,0.0,0.5935251798561151,0.025179856115107913,1.3419741307318518,2.017265198615219
725,FOODS_3_385,FOODS,medium_noise,22784,0.0003404297384561574,0.7098373780108715,81.9568345323741,76.0,0.007194244604316547,0.0,0.384673166205594,2.2715667973460123
726,FOODS_1_112,FOODS,medium_noise,22722,0.00033950335837433325,0.7101768813692458,81.73381294964028,81.5,0.025179856115107913,0.025179856115107913,0.3289802878175971,1.7518670028690577
727,FOODS_2_047,FOODS,medium_noise,22710,0.0003393240590036576,0.7105162054282494,81.69064748201438,82.0,0.0,0.0,0.3097923130556622,0.026229524474203132
728,FOODS_3_616,FOODS,stable,22685,0.00033895051864808333,0.7108551559468975,81.60071942446044,79.0,0.0,0.01079136690647482,0.27393549312144483,0.45355669319531156
729,FOODS_3_225,FOODS,stable,22672,0.0003387562776631847,0.7111939122245607,81.55395683453237,79.0,0.0,0.02158273381294964,0.28118902467992957,1.2115312092039756
730,FOODS_1_127,FOODS,medium_noise,22644,0.0003383379124649416,0.7115322501370257,81.45323741007195,82.5,0.0683453237410072,0.0,0.5071543668568451,0.6292337239789151
731,FOODS_1_006,FOODS,medium_noise,22629,0.000338113788251597,0.7118703639252772,81.39928057553956,77.0,0.0,0.007194244604316547,0.32271102632453663,1.305329015331273
732,FOODS_2_376,FOODS,medium_noise,22621,0.0003379942553378132,0.712208358180615,81.37050359712231,85.0,0.02877697841726619,0.0,0.4227863724893563,0.6707696382115326
733,HOUSEHOLD_1_438,HOUSEHOLD,medium_noise,22606,0.0003377701311244687,0.7125461283117395,81.31654676258992,78.5,0.0,0.0,0.32108630342536737,2.354112510814003
734,HOBBIES_1_167,HOBBIES,intermittent,22562,0.000337112700098658,0.7128832410118381,81.15827338129496,89.0,0.45323741007194246,0.0,1.0143986269259833,1.7746479610980659
735,FOODS_3_615,FOODS,medium_noise,22534,0.0003366943349004148,0.7132199353467386,81.05755395683454,83.0,0.0,0.0,0.34315893176093015,1.6385882800526859
736,FOODS_1_092,FOODS,medium_noise,22529,0.00033661962682929997,0.7135565549735678,81.03956834532374,79.0,0.2841726618705036,0.0035971223021582736,0.8466998776751481,1.252814418819115
737,HOUSEHOLD_2_348,HOUSEHOLD,stable,22517,0.0003364403274586243,0.7138929953010265,80.99640287769785,81.0,0.0,0.007194244604316547,0.2063861003303163,0.8733762284362407
738,FOODS_2_014,FOODS,medium_noise,22483,0.0003359323125750433,0.7142289276136015,80.87410071942446,78.5,0.0,0.01079136690647482,0.3392048467877148,1.1312007684357244
739,HOUSEHOLD_1_515,HOUSEHOLD,medium_noise,22422,0.00033502087410744214,0.7145639484877089,80.65467625899281,100.0,0.2589928057553957,0.0,0.6483523394781993,2.227047517875936
740,FOODS_3_480,FOODS,medium_noise,22414,0.00033490134119365837,0.7148988498289025,80.62589928057554,73.0,0.0,0.017985611510791366,0.3884772404349777,2.5300721131636537
741,FOODS_3_106,FOODS,intermittent,22327,0.00033360142075625996,0.7152324512496587,80.31294964028777,92.0,0.4028776978417266,0.0,0.9549762542787547,2.7983484739887223
742,HOUSEHOLD_1_397,HOUSEHOLD,medium_noise,22312,0.0003333772965429154,0.7155658285462017,80.2589928057554,78.0,0.014388489208633094,0.0035971223021582736,0.46008439677154805,1.4349564591983595
743,FOODS_3_439,FOODS,intermittent,22300,0.0003331979971722397,0.7158990265433739,80.2158273381295,45.5,0.49640287769784175,0.0,1.0446352533030097,3.0717847454276788
744,FOODS_1_190,FOODS,medium_noise,22246,0.00033239115000419935,0.7162314176933781,80.02158273381295,77.0,0.38489208633093525,0.007194244604316547,0.9702296534899102,2.2782804419779006
745,FOODS_2_103,FOODS,medium_noise,22234,0.0003322118506335237,0.7165636295440115,79.97841726618705,83.0,0.10071942446043165,0.0035971223021582736,0.597396946387649,0.07166863738076021
746,FOODS_3_463,FOODS,medium_noise,22207,0.0003318084270495035,0.716895437971061,79.88129496402878,64.0,0.2589928057553957,0.017985611510791366,1.0047491202889274,0.530290536362757
747,HOUSEHOLD_1_145,HOUSEHOLD,medium_noise,22200,0.0003317038357499427,0.717227141806811,79.85611510791367,68.0,0.26618705035971224,0.0,1.0125688971359543,0.6398890748333104
748,HOUSEHOLD_1_119,HOUSEHOLD,medium_noise,22190,0.000331554419607713,0.7175586962264188,79.82014388489209,85.0,0.37410071942446044,0.0,0.9383091478684644,0.8122607903074498
749,FOODS_1_121,FOODS,medium_noise,22185,0.00033147971153659817,0.7178901759379553,79.8021582733813,75.0,0.0,0.014388489208633094,0.4042520977329456,2.468797628485902
750,FOODS_2_173,FOODS,medium_noise,22161,0.00033112111279524686,0.7182212970507506,79.7158273381295,69.0,0.02877697841726619,0.0,0.6287876239113402,2.4232761494082515
751,HOBBIES_1_379,HOBBIES,medium_noise,22133,0.00033070274759700366,0.7185519997983476,79.61510791366906,82.0,0.025179856115107913,0.0,0.3822718008674412,1.1029659650672985
752,FOODS_3_024,FOODS,intermittent,22125,0.00033058321468321995,0.7188825830130309,79.5863309352518,0.0,0.6438848920863309,0.03237410071942446,1.6328762895926492,1.8595728465403265
753,HOUSEHOLD_1_028,HOUSEHOLD,medium_noise,22118,0.00033047862338365914,0.7192130616364145,79.56115107913669,75.0,0.03237410071942446,0.014388489208633094,0.44922043073065665,1.0535337647977465
754,HOBBIES_2_059,HOBBIES,medium_noise,22113,0.0003304039153125443,0.7195434655517271,79.5431654676259,57.0,0.0,0.03597122302158273,0.8638489024038739,0.3675620888607782
755,FOODS_3_098,FOODS,medium_noise,22109,0.0003303441488556524,0.7198738097005828,79.52877697841727,86.0,0.02877697841726619,0.0,0.3774128226229773,0.4561929564074923
756,HOUSEHOLD_1_222,HOUSEHOLD,medium_noise,22069,0.00032974648428673356,0.7202035561848695,79.38489208633094,76.0,0.26618705035971224,0.007194244604316547,1.1003300107843395,0.8516377864028921
757,HOUSEHOLD_1_528,HOUSEHOLD,stable,22069,0.00032974648428673356,0.7205333026691563,79.38489208633094,78.0,0.0,0.0,0.25974117206862796,1.2268355616388036
758,FOODS_2_009,FOODS,medium_noise,22061,0.00032962695137294984,0.7208629296205292,79.35611510791367,81.0,0.02877697841726619,0.0,0.4549637173290066,1.6678603132160048
759,FOODS_3_683,FOODS,intermittent,22005,0.0003287902209764635,0.7211917198415057,79.15467625899281,70.5,0.4748201438848921,0.0,1.0102908674151583,2.876769676956248
760,HOUSEHOLD_1_107,HOUSEHOLD,medium_noise,21994,0.0003286258632200108,0.7215203457047257,79.11510791366906,96.0,0.22661870503597123,0.0035971223021582736,0.6229361014619942,2.714002900203141
761,FOODS_3_185,FOODS,medium_noise,21951,0.0003279833738084231,0.7218483290785341,78.96043165467626,59.5,0.3057553956834532,0.014388489208633094,1.2076269347040824,0.22572806720404795
762,FOODS_3_585,FOODS,medium_noise,21944,0.00032787878250886227,0.722176207861043,78.93525179856115,90.0,0.1079136690647482,0.0,0.523653164197809,1.0107557196298165
763,HOUSEHOLD_1_488,HOUSEHOLD,medium_noise,21888,0.00032704205211237593,0.7225032499131554,78.73381294964028,82.0,0.0539568345323741,0.0035971223021582736,0.40659854628246594,0.6457130677418065
764,HOUSEHOLD_1_188,HOUSEHOLD,medium_noise,21737,0.0003247858683647074,0.7228280357815201,78.19064748201438,83.5,0.11151079136690648,0.0,0.42053629067750314,0.8162008858592527
765,FOODS_2_327,FOODS,medium_noise,21713,0.0003244272696233561,0.7231524630511434,78.10431654676259,72.0,0.0,0.01079136690647482,0.37455393789393576,0.8770075733816001
766,FOODS_3_535,FOODS,stable,21692,0.0003241134957246737,0.7234765765468681,78.02877697841727,77.5,0.0,0.02158273381294964,0.255114011625557,0.7359373764222751
767,HOUSEHOLD_2_074,HOUSEHOLD,stable,21692,0.0003241134957246737,0.7238006900425928,78.02877697841727,76.0,0.0,0.007194244604316547,0.293742842582177,2.0436469161247515
768,FOODS_2_266,FOODS,medium_noise,21686,0.0003240238460393359,0.7241247138886322,78.00719424460432,82.0,0.2841726618705036,0.0,0.887124342896595,1.687854943607279
769,FOODS_2_151,FOODS,intermittent,21659,0.00032362042245531573,0.7244483343110875,77.91007194244604,101.0,0.4244604316546763,0.0,0.9226248215951889,2.7945482251124742
770,HOUSEHOLD_1_408,HOUSEHOLD,medium_noise,21641,0.0003233514733993023,0.7247716857844868,77.84532374100719,85.0,0.07553956834532374,0.0,0.53364979082932,0.06267245628348789
771,HOUSEHOLD_1_324,HOUSEHOLD,medium_noise,21636,0.0003232767653281874,0.725094962549815,77.8273381294964,76.0,0.03237410071942446,0.01079136690647482,0.34765514834385286,0.18121214404618888
772,FOODS_3_559,FOODS,stable,21618,0.0003230078162721739,0.7254179703660871,77.76258992805755,75.0,0.0,0.0035971223021582736,0.2844518738241906,1.8140345770048798
773,FOODS_2_144,FOODS,medium_noise,21617,0.00032299287465795097,0.7257409632407451,77.7589928057554,79.0,0.014388489208633094,0.0,0.5802177490744358,1.188944486439963
774,HOUSEHOLD_1_460,HOUSEHOLD,medium_noise,21604,0.00032279863367305235,0.7260637618744181,77.71223021582733,72.0,0.04316546762589928,0.017985611510791366,0.5554008801359626,2.428693228104272
775,FOODS_3_765,FOODS,stable,21587,0.00032254462623126185,0.7263863065006494,77.65107913669065,74.5,0.0,0.02158273381294964,0.2417126686303073,0.48782390749351023
776,HOUSEHOLD_1_038,HOUSEHOLD,stable,21585,0.0003225147430028159,0.7267088212436522,77.64388489208633,78.0,0.0,0.014388489208633094,0.17991575429890008,1.0935056194049304
777,HOUSEHOLD_1_082,HOUSEHOLD,medium_noise,21555,0.0003220664945761268,0.7270308877382283,77.53597122302158,95.0,0.21942446043165467,0.0,0.5609572046115391,2.2919354625747337
778,FOODS_1_024,FOODS,medium_noise,21530,0.00032169295422055256,0.7273525806924489,77.44604316546763,74.0,0.01079136690647482,0.02158273381294964,0.3720446283338226,1.0940132244887355
779,FOODS_2_018,FOODS,medium_noise,21529,0.00032167801260632955,0.7276742587050552,77.44244604316546,84.5,0.11510791366906475,0.0,0.7039193264151793,1.1343021395411106
780,HOUSEHOLD_1_279,HOUSEHOLD,medium_noise,21496,0.00032118493933697156,0.7279954436443922,77.32374100719424,76.0,0.0035971223021582736,0.0035971223021582736,0.3343330101158186,1.0723121526752755
781,HOUSEHOLD_1_094,HOUSEHOLD,medium_noise,21474,0.0003208562238240662,0.7283162998682162,77.24460431654676,95.0,0.29856115107913667,0.0,0.7994568473703292,0.6040716472081404
782,FOODS_3_308,FOODS,medium_noise,21446,0.000320437858625823,0.728636737726842,77.14388489208633,82.0,0.09712230215827339,0.007194244604316547,0.4623966180430689,1.0791073565792617
783,HOBBIES_1_400,HOBBIES,medium_noise,21404,0.00031981031082845826,0.7289565480376705,76.99280575539568,67.0,0.0,0.014388489208633094,0.4360379375902941,2.3417899247835074
784,HOUSEHOLD_1_537,HOUSEHOLD,stable,21385,0.00031952642015822184,0.7292760744578287,76.92446043165468,75.0,0.0,0.007194244604316547,0.1903066508797568,0.22533329267928343
785,HOUSEHOLD_1_140,HOUSEHOLD,medium_noise,21351,0.00031901840527464085,0.7295950928631033,76.8021582733813,79.0,0.039568345323741004,0.0,0.3742127690245133,1.2673787202163669
786,FOODS_2_142,FOODS,medium_noise,21349,0.0003189885220461949,0.7299140813851495,76.79496402877697,88.0,0.2697841726618705,0.0,0.7247397355209885,2.3878093603979793
787,FOODS_3_450,FOODS,stable,21311,0.00031842074070572205,0.7302325021258552,76.65827338129496,77.5,0.0,0.0035971223021582736,0.2302230309524559,0.438792625767481
788,HOUSEHOLD_1_062,HOUSEHOLD,medium_noise,21297,0.0003182115581066004,0.7305507136839618,76.60791366906474,71.5,0.0,0.01079136690647482,0.42293786708798686,1.6106818530551186
789,HOBBIES_1_023,HOBBIES,medium_noise,21261,0.0003176736599945735,0.7308683873439564,76.47841726618705,73.5,0.0,0.0,0.5196089163466504,1.9929043271069462
790,HOUSEHOLD_2_470,HOUSEHOLD,stable,21243,0.00031740471093856006,0.731185792054895,76.4136690647482,76.0,0.0,0.0035971223021582736,0.2525594505820293,1.540735087298397
791,HOUSEHOLD_1_287,HOUSEHOLD,medium_noise,21172,0.00031634385632872913,0.7315021359112237,76.15827338129496,76.5,0.02877697841726619,0.0,0.446392177572561,0.4138423638824389
792,HOUSEHOLD_1_100,HOUSEHOLD,medium_noise,21158,0.00031613467372960756,0.7318182705849533,76.10791366906474,80.0,0.03237410071942446,0.04316546762589928,0.3082560530088119,2.44676563397588
793,HOUSEHOLD_1_153,HOUSEHOLD,medium_noise,21117,0.00031552206754646575,0.7321337926524998,75.96043165467626,105.0,0.3776978417266187,0.0,0.8408769101873144,2.847301882262953
794,HOBBIES_1_090,HOBBIES,intermittent,21097,0.0003152232352620064,0.7324490158877618,75.88848920863309,91.5,0.45323741007194246,0.0,0.9764289462340456,2.8005941136785935
795,FOODS_2_156,FOODS,medium_noise,21091,0.00031513358557666853,0.7327641494733385,75.86690647482014,76.5,0.01079136690647482,0.0035971223021582736,0.4148789936254271,0.5851172840423726
796,HOUSEHOLD_2_483,HOUSEHOLD,medium_noise,21073,0.00031486463652065507,0.7330790141098591,75.8021582733813,79.0,0.039568345323741004,0.046762589928057555,0.32569940824637006,1.1566210424616539
797,FOODS_2_042,FOODS,medium_noise,21072,0.0003148496949064321,0.7333938638047656,75.79856115107914,72.0,0.0539568345323741,0.0,0.7535886374690401,1.4598702733863285
798,FOODS_3_718,FOODS,medium_noise,21044,0.0003144313297081889,0.7337082951344738,75.6978417266187,90.0,0.1618705035971223,0.0035971223021582736,0.6773009304827069,0.25374551704613146
799,FOODS_3_333,FOODS,intermittent,21041,0.00031438650486552004,0.7340226816393393,75.68705035971223,0.0,0.5863309352517986,0.046762589928057555,1.6470616167905632,1.9452269160006583
800,FOODS_3_103,FOODS,stable,21020,0.00031407273096683766,0.7343367543703061,75.61151079136691,73.5,0.0,0.01079136690647482,0.215692681515988,0.23426907778747122
801,HOUSEHOLD_1_180,HOUSEHOLD,medium_noise,21014,0.0003139830812814998,0.7346507374515876,75.58992805755396,83.0,0.2014388489208633,0.0,0.6425247435394625,2.981572783142611
802,HOUSEHOLD_2_294,HOUSEHOLD,medium_noise,21010,0.0003139233148246079,0.7349646607664122,75.57553956834532,70.5,0.039568345323741004,0.0,0.8377968115070175,2.6928985754033103
803,FOODS_2_182,FOODS,medium_noise,20952,0.00031305670119967567,0.7352777174676118,75.36690647482014,81.0,0.02877697841726619,0.0,0.4517328086249568,0.4806194996718969
804,FOODS_3_656,FOODS,medium_noise,20944,0.0003129371682858919,0.7355906546358977,75.33812949640287,68.0,0.039568345323741004,0.0035971223021582736,0.6373017371562875,2.355045727072485
805,FOODS_2_346,FOODS,intermittent,20879,0.00031196596336139883,0.735902620599259,75.10431654676259,0.0,0.6546762589928058,0.02158273381294964,1.7651980283235547,2.443900116661002
806,FOODS_3_671,FOODS,medium_noise,20876,0.0003119211385187299,0.7362145417377778,75.09352517985612,77.0,0.07194244604316546,0.0035971223021582736,0.42843403043270867,0.14420385823342868
807,HOUSEHOLD_1_138,HOUSEHOLD,medium_noise,20852,0.0003115625397773786,0.7365261042775552,75.00719424460432,78.5,0.02158273381294964,0.0035971223021582736,0.44498633712781643,0.1592920555017763
808,FOODS_2_024,FOODS,medium_noise,20810,0.0003109349919800139,0.7368370392695351,74.85611510791367,82.0,0.04316546762589928,0.0,0.4648981787481236,0.2655854340504188
809,FOODS_3_142,FOODS,medium_noise,20797,0.00031074075099511527,0.7371477800205303,74.80935251798562,78.0,0.15467625899280577,0.0035971223021582736,0.6320310184165131,1.5024573484641195
810,FOODS_3_277,FOODS,intermittent,20769,0.00031032238579687207,0.7374581024063271,74.70863309352518,0.0,0.5755395683453237,0.025179856115107913,1.2671686388888468,2.540196759422285
811,FOODS_3_102,FOODS,medium_noise,20741,0.0003099040205986289,0.7377680064269257,74.60791366906474,65.5,0.0,0.007194244604316547,0.6015988321559815,1.8264286546502997
812,FOODS_2_272,FOODS,intermittent,20725,0.0003096649547710614,0.7380776713816968,74.55035971223022,92.5,0.4136690647482014,0.0,0.9229216729994753,2.9020749601113685
813,FOODS_3_146,FOODS,medium_noise,20722,0.00030962012992839246,0.7383872915116252,74.53956834532374,64.5,0.039568345323741004,0.007194244604316547,0.6157970911922027,1.0573531413427038
814,HOUSEHOLD_2_342,HOUSEHOLD,medium_noise,20702,0.00030932129764393303,0.7386966128092691,74.46762589928058,92.0,0.34172661870503596,0.0,0.8090619196930693,3.162738981326273
815,HOBBIES_1_055,HOBBIES,stable,20651,0.00030855927531856154,0.7390051720845877,74.2841726618705,75.0,0.014388489208633094,0.025179856115107913,0.2886905794430426,1.1656222509627543
816,HOBBIES_1_056,HOBBIES,medium_noise,20623,0.0003081409101203184,0.739313312994708,74.18345323741008,100.0,0.3920863309352518,0.0,0.866920703593925,2.8359105638573348
817,FOODS_3_183,FOODS,medium_noise,20583,0.0003075432455513996,0.7396208562402594,74.03956834532374,73.0,0.06474820143884892,0.007194244604316547,0.4369084908578248,2.630191734233194
818,FOODS_2_251,FOODS,medium_noise,20580,0.00030749842070873067,0.7399283546609682,74.02877697841727,80.5,0.20503597122302158,0.0,0.728177896373869,1.3354451451866443
